'=$CALCULOS.C11'	'=ENTERO(A1*20)/20'	'=A1-B1+0,0001'	'=BUSCARV(A1;TA2T01_strappings;2)'	'=BUSCARV(C1;TA2T01_fractions;2)'	'=D1+E1'		0,070	'=BUSCARV(H1;TA2T01_strappings;2)'	'=H1+0,05'	'=BUSCARV(J1;TA2T01_strappings;2)'	'=K1-I1'	'=H1*20-ENTERO(H1*20)'	'=REDONDEAR(I1+L1*M1;0)'	'=SI(H1*20-ENTERO(H1*20)=0;I1;N1)'
'=$CALCULOS.C12'	'=ENTERO(A2*20)/20'	'=A2-B2+0,0001'	'=BUSCARV(A2;TA2T01_strappings;2)'	'=BUSCARV(C2;TA2T01_fractions;2)'	'=D2+E2'		0,050	'=BUSCARV(H2;TA2T01_strappings;2)'	'=H2+0,05'	'=BUSCARV(J2;TA2T01_strappings;2)'	'=K2-I2'	'=H2*20-ENTERO(H2*20)'	'=REDONDEAR(I2+L2*M2;0)'	'=SI(H2*20-ENTERO(H2*20)=0;I2;N2)'
17,00	' 533.701 '	'=B395-B394'	'=C394-C395'											
17,05	' 535.291 '	'=B396-B395'	'=C395-C396'											
17,10	' 536.881 '	'=B397-B396'	'=C396-C397'											
17,15	' 538.471 '	'=B398-B397'	'=C397-C398'											
17,20	' 540.061 '	'=B399-B398'	'=C398-C399'											
17,25	' 541.651 '	'=B400-B399'	'=C399-C400'											
17,30	' 543.241 '	'=B401-B400'	'=C400-C401'											
17,35	' 544.831 '	'=B402-B401'	'=C401-C402'											
17,40	' 546.421 '	'=B403-B402'	'=C402-C403'											
17,45	' 548.011 '	'=B404-B403'	'=C403-C404'											
17,50	' 549.601 '	'=B405-B404'	'=C404-C405'											
17,55	' 551.191 '	'=B406-B405'	'=C405-C406'											
17,60	' 552.781 '	'=B407-B406'	'=C406-C407'											
17,65	' 554.371 '	'=B408-B407'	'=C407-C408'											
17,70	' 555.961 '	'=B409-B408'	'=C408-C409'											
17,75	' 557.551 '	'=B410-B409'	'=C409-C410'											
17,80	' 559.141 '	'=B411-B410'	'=C410-C411'											
17,85	' 560.731 '	'=B412-B411'	'=C411-C412'											
17,90	' 562.321 '	'=B413-B412'	'=C412-C413'											
17,95	' 563.911 '	'=B414-B413'	'=C413-C414'											
18,00	' 565.499 '	'=B415-B414'	'=C414-C415'											
18,05	' 567.089 '	'=B416-B415'	'=C415-C416'											
18,10	' 568.679 '	'=B417-B416'	'=C416-C417'											
18,15	' 570.269 '	'=B418-B417'	'=C417-C418'											
18,20	' 571.859 '	'=B419-B418'	'=C418-C419'											
18,25	' 573.449 '	'=B420-B419'	'=C419-C420'											
18,30	' 575.039 '	'=B421-B420'	'=C420-C421'											
18,35	' 576.629 '	'=B422-B421'	'=C421-C422'											
18,40	' 578.219 '	'=B423-B422'	'=C422-C423'											
18,45	' 579.809 '	'=B424-B423'	'=C423-C424'											
18,50	' 581.399 '	'=B425-B424'	'=C424-C425'											
18,55	' 582.989 '	'=B426-B425'	'=C425-C426'											
18,60	' 584.579 '	'=B427-B426'	'=C426-C427'											
18,65	' 586.169 '	'=B428-B427'	'=C427-C428'											
18,70	' 587.759 '	'=B429-B428'	'=C428-C429'											
18,75	' 589.349 '	'=B430-B429'	'=C429-C430'											
18,80	' 590.939 '	'=B431-B430'	'=C430-C431'											
18,85	' 592.529 '	'=B432-B431'	'=C431-C432'											
18,90	' 594.119 '	'=B433-B432'	'=C432-C433'											
18,95	' 595.709 '	'=B434-B433'	'=C433-C434'											
19,00	' 597.299 '	'=B435-B434'	'=C434-C435'											
19,05	' 598.889 '	'=B436-B435'	'=C435-C436'											
19,10	' 600.479 '	'=B437-B436'	'=C436-C437'											
19,15	' 602.069 '	'=B438-B437'	'=C437-C438'											
19,20	' 603.659 '	'=B439-B438'	'=C438-C439'											
19,25	' 605.249 '	'=B440-B439'	'=C439-C440'											
19,30	' 606.839 '	'=B441-B440'	'=C440-C441'											
19,35	' 608.429 '	'=B442-B441'	'=C441-C442'											
19,40	' 610.019 '	'=B443-B442'	'=C442-C443'											
19,45	' 611.609 '	'=B444-B443'	'=C443-C444'											
19,50	' 613.199 '	'=B445-B444'	'=C444-C445'											
19,55	' 614.789 '	'=B446-B445'	'=C445-C446'											
19,60	' 616.379 '	'=B447-B446'	'=C446-C447'											
19,65	' 617.969 '	'=B448-B447'	'=C447-C448'											
19,70	' 619.559 '	'=B449-B448'	'=C448-C449'											
19,75	' 621.149 '	'=B450-B449'	'=C449-C450'											
19,80	' 622.739 '	'=B451-B450'	'=C450-C451'											
19,85	' 624.329 '	'=B452-B451'	'=C451-C452'											
19,90	' 625.919 '	'=B453-B452'	'=C452-C453'											
19,95	' 627.509 '	'=B454-B453'	'=C453-C454'											
20,00	' 629.099 '	'=B455-B454'	'=C454-C455'											
20,05	' 630.689 '	'=B456-B455'	'=C455-C456'											
20,10	' 632.279 '	'=B457-B456'	'=C456-C457'											
20,15	' 633.869 '	'=B458-B457'	'=C457-C458'											
20,20	' 635.459 '	'=B459-B458'	'=C458-C459'											
20,25	' 637.049 '	'=B460-B459'	'=C459-C460'											
20,30	' 638.639 '	'=B461-B460'	'=C460-C461'											
20,35	' 640.229 '	'=B462-B461'	'=C461-C462'											
20,40	' 641.819 '	'=B463-B462'	'=C462-C463'											
20,45	' 643.409 '	'=B464-B463'	'=C463-C464'											
20,50	' 644.999 '	'=B465-B464'	'=C464-C465'											
20,55	' 646.589 '	'=B466-B465'	'=C465-C466'											
20,60	' 648.179 '	'=B467-B466'	'=C466-C467'											
20,65	' 649.769 '	'=B468-B467'	'=C467-C468'											
20,70	' 651.359 '	'=B469-B468'	'=C468-C469'											
20,75	' 652.949 '	'=B470-B469'	'=C469-C470'											
20,80	' 654.539 '	'=B471-B470'	'=C470-C471'											
20,85	' 656.129 '	'=B472-B471'	'=C471-C472'											
20,90	' 657.719 '	'=B473-B472'	'=C472-C473'											
20,95	' 659.309 '	'=B474-B473'	'=C473-C474'											
21,00		'=B475-B474'												
'xx'	'xx'	'xx'												
